REGION,CHD,PROVINCE,CITY,COMPLETE ADDRESS,OWNERSHIP,NAME OF CLINIC,NO. OF STATION,HEAD OF THE FACILITY,CONTACT NUMBER,VALIDITY
NCR,METRO MANILA,,Manila,"#975 A. Maceda St., Sampaloc, Manila",PVT,"THERAPY MANAGEMENT SERVICES PHILS., INC.",10,Dr. Michelle T. Yan-Otayco,02-5885600/09176281400/5169223/09175152631,"Jan. 1 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Caloocan City,"3rd Flr., Bldg. C, Dr. Jose N. Rodriguez Memorial Hospital, St. Joseph Ave., Tala, Caloocan City",PVT,BRIDGES DIALYSIS CENTER OF ASIA AND THE PACIFIC,12,Dr. Aina Bautista Duque,09175034838/09175034838/9861250,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Caloocan City,"522 EDSA cor. Urbano and Biglang-awa Sts., Caloocan City",PVT,"NEPHROLOGY CENTER OF CALOOCAN DIALYSIS CENTER, INC.",19,Dr. Alberto Frederick M. Celestial,02-3618484/3618283,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Caloocan City,"G/F Leticia Bldg., 555 Gov. Recio Garcia St., Bankers Village, Quirino Highway, Caloocan City",PVT,"NEPHROLOGY CENTER OF CALOOCAN DIALYSIS CENTER, INC.",15,Dr. Nemma Neron-Evangelista,02-9618974/9618980/3512311/3767148,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Caloocan City,"468 EDSA, Grace Park East, Brgy. 87 Caloocan City",PVT,"RENAL THERAPY SOLUTIONS, INC.",26,Dr. Ma. Angeline Ledesma Gugumba,0928-5026294,"Feb. 9, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Caloocan City,"570 EDSA, Brgy. 95, Balintawak, Caloocan City",PVT,"ROYAL CARE DIALYSIS CENTER, INC.",18,Dr. Juliet Kaw-Navarro,9901825/8012897,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Caloocan City,"4th Floor Araneta Square, Samson Road cor. Rizal Ave., Caloocan City",PVT,"ST. JOHN BIOCARE AND DIALYSIS CENTER FOUNDATION, INC.",25,Dr. Vimar Cruz,5683401/9620011/09279069670/0933396925,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Caloocan City,"2nd Floor, 544 Biglang Awa St., Brgy. 95 corner EDSA, Caloocan City",PVT,"THE KIDNEYSPACE, INC.",16,Dr. Karen Ann Hernandez-Lim,09255201389/84264355,"May 26, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"4th Floor GMA 7, GEMPC Bldg., 132 Timog Avenue, Brgy. Sacred Heart, Quezon City",PVT,A+ DIALYSIS CENTER,30,Dr. Josephine Go-Yap,02-922774/09178735212/632-9220779,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"3rd Floor NorthRidge Plaza, 12 Congressional Ave., Proj. 8, Brgy. Toro, Tandang Sora, Quezon City",PVT,ALMAZAN RENAL CARE CENTER INC.,10,Dr. Ma. Czarlota Valdenor,3598246/09228420820/4543904,"Jan. 1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"360 Quezon Avenue, Quezon City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",19,Dr. Melo Jane O. Paz,09175993943/5885600,"Jan. 1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"79 Scout Gandia, Brgy. Laging Handa, Quezon City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",29,Dr. Mildred A. Tayag,83735357,"Mar. 8, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"#18 Betty Go-Belmonte Drive, Kaunlaran, Cubao, Quezon City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",15,Dr. Cher Alaine Luna-Carolino,9175093957,"Dec. 17, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"77 Congressional Ave. Ext., Pasong Tamo, Quezon City",PVT,LIFEBRIDGE DIALYSIS CENTER,12,Dr. Ronald Perez,02-86359081,"Sept. 11, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"1140 Quezon Ave., Paligsahan, Quezon City",PVT,CAPITOL MEDICAL CENTER,15,Dr. Ronald S. Perez,3767320/ 09175772468,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"#49 Timog Avenue, South Triangle 4, Quezon City",PVT,CAREWINDS DIALYSIS CENTER CORPORATION,25,Dr. Cher Alaine Luna-Carolino,0919999899/09495031974/82552272/09175924999,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"# 33 V. Luna Avenue, Pinyahan, Quezon City",PVT,"CLEARBRIDGE MEDICAL PHILIPPINES, INC.",15,Dr. Rainer Mazo,4364407/4352735/09285046969/09178616474/2833398,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"216 General Luis St., Novaliches Proper, Novaliches, Quezon City",PVT,D FAMILYCARE NOVALICHES INC.,12,Dr. Leda Villapando,09258197465/7517606/09209735099/09150998329/5517978,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"223 Marmico Building, Katipunan Road, Quezon City",PVT,"DOLCON HEALTH CARE SERVICES, INC.",11,Dr. Roderic H. Ng,9130629/9112536/9132330/9130625/09257422268,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"21 Zabarte Rd., Brgy. Kaligayahan, Novaliches, Quezon City",PVT,EASE DIALYSIS AND WELLNESS CENTER CORP.,15,Dr. Anne Rhea Selga Dacayanan,4001689,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"Lower Ground Shopking By Xentromall, 170 Doña Carmen Ave., Commonwealth, Quezon City",PVT,"FMA PR1ME CARE, INC.",8,"Dr. Vicente Tanseco, III",9175643615,"Aug. 3, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"Unit 028-029 & 048 A, Lower Ground Floor, New Annex Bldg., SM City, Fairview, Quezon City",PVT,FRESENIUS KIDNEY CARE,14,"Dr. Vicente Tanseco, Jr.",02-7099791/02-8919575/5882669 /,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"#1026 G/F HPI Building, North EDSA, Quezon City",PVT,FRESENIUS KIDNEY CARE,14,Dr. Ian Henrick P. Cabading,9261069/9296759/8919579/86936562/09175927925/09178146022,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"Diamond Arcade Building, 873 Aurora Blvd. cor. St. Mary Street, Cubao, Quezon City",PVT,FRESENIUS KIDNEY CARE,20,Dr. Layla Marie Paraiso,82933684/09175933853,"Mar. 6, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"1054 E. Rodriguez Sr. Ave., Quezon City",PVT,FRESENIUS KIDNEY CARE,13,Dr. Ramon R. Mora,7213869,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"118 EIP Bldg., Malakas St., Brgy. Central, Diliman, Quezon City",PVT,GP-GENESIS DIALYSIS CLINIC DIAGNOSTIC CENTER,35,Dr. Susan Añonuevo-Dela Rama,2886342 loc. 103 0917-5214941,renewal LTO (DC add-on to ASC)
NCR,METRO MANILA,,"Quezon, City","1231 Quezon Ave. cor. Jose Abad Santos St., Diliman, Quezon, City",PVT,"HEMOTEK RENAL CENTER, INC.",30,Dr. Rodellen Consignado,3328858/3328859/5240091/09088807025,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"Brittany Square, Belfast Street corner Mindanao Avenue, Brgy. Pasong Putik, Fairview, Quezon City",PVT,"HEMOTEK RENAL CENTER, INC.",20,Dr. Yoradyl D. Sunga,09179270114/ 5361091 /,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"2nd Flr. Left Wing, 1465 Seneca Bldg., E. Rodriguez Sr. Ave., Brgy. Kristong Hari, Quezon City",PVT,IKIDNEY CORP. ,18,Dr. Ramona Nerissa E. Lobaton,77170595/09178908654,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"79 Kamagong St., Duyan-Duyan, Project 3, Quezon City",PVT,INOCENTES DIALYSIS CLINIC,8,Dr. Leona Aguilar-Agustin,4342810/7753349/2567577,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"Block 21 Lot 2, Don Mariano Marcos Ave., Fairview, Quezon City",PVT,JCTM KIDNEY CARE DIALYSIS CENTER,11,Dr. Catherine P. Ang,0917-16877769/ 0917-8116841 /,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"3/F MC Square Bldg., 735 Mindanao Avenue, Brgy. Tandang Sora, Quezon City",PVT,MED LINE DIALYSIS CENTER,8,Dr. Ronald S. Perez,2934679/09178492407/09178908654,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"AVM Bldg., 75 Regalado Ave. cor. Ipil St., North Fairview, Quezon City",PVT,MED LINE DIALYSIS CENTER,5,Dr. Janice Kristine Friolo,9178954968,"Dec. 11, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"44 Holy Spirit Drive, Don Antonio Heights, 2nd District, Quezon City",PVT,NEPHROLAB CORP. ,8,Dr. Jehan Jill Llave,9178833090,"Sept. 6, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"Block 87 Lot 1 Regalado Avenue, Brgy. Pasong Putik, North Fairview, Quezon City",PVT,"NEPHROLOGY CENTER OF FAIRVIEW DIALYSIS, INC.",15,Dr. Anna Lesslie C. Santamaria,09178324653/09330760236/8995621/3588144,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"G/F A & M Building, #9 Commonwealth Avenue, Quezon City",PVT,"NEPHROLOGY CENTER OF FAIRVIEW DIALYSIS, INC.",15,Dr. Hazel Daphine R. Niñalga,02-4424101-02,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"G/F Bencom Bldg., 146 West Avenue, Brgy. Philam Homes, Quezon City",PVT,"NEPHROLOGY SERVICES PHILS., INC.",19,Dr. Alberto Frederick M. Celestial,02-9262821/4122521/3512311/3767148,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"Lot 29 Blk 40 Regalado Ave., Fairview Park, Quezon City",PVT,OCTARINE DIALYSIS CENTER,8,Dr. Cherry Sevilla-Areñas,2960315/2887592/09178856285,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"174 D. Tuazon St., Brgy. Maharlika, Quezon City",PVT,PENTAGON DIALYSIS CENTER CORP.,6,Dr. Mel Haltra I. Arakama,9687637/ 2116448/ 09178104842,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"1163 Evamin Complex, Quirino Highway, Brgy. Kaligayahan, Novaliches, Quezon City",PVT,"PEOPLE'S CENTER FOR HEMODIALYSIS CARE, INC.",10,Dr. Vimar A. Luz,4613108,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"G/F No. 99 Don Manuel Agregado St., Bgry. St. Peter, Quezon City",PVT,PROVIDENT MEDICAL HEALTH CARE & SERVICES INC.,19,Dr. Ermalyn M. Romance,02-7324557/7413408 loc 151 & 203/09338113383,"Jan. 4, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"Lot 20 Block 92 Regalado Highway, Brgy. Greater Lagro, Novaliches, Quezon City",PVT,REGALADO KIDNEY CARE CENTER INC.,17,Dr. VIMAR LUZ,3767361/3727355/09369608080/09190848055,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Quezon City,"Blk. 57 No. 150 Reynaldo St., Josefina Subdivision, Nagkaisang Nayon, Quezon City",PVT,"RENAL THERAPY SOLUTIONS, INC. ",12,Dr. Janice Kristine Refe - Friolo,0928 5026294 / 0917 3268172,"June 21, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"Suite 201 Pasda Commercial Bldg., #9 cor. P. Florentino St., G. Araneta Ave., Quezon City",PVT,"ROYAL CARE DIALYSIS CENTER, INC.",10,Dr. Juliet Kaw-Navarro,02-8010995/5880200,"Jan. 3, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"#5 Matulungin St., Patricia Bldg., Brgy. Central, Quezon City",PVT,SAINT MARGARET DIALYSIS AND DIAGNOSTIC CENTER ,11,Dr. Pamela Marie Imperial,0927-6269260,"Jan. 20, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"22 East Ave., Biliman, Quezon City",PVT,"ST. BENEDICT DIALYSIS CENTER, INC.",24,Dr. Donna De Leon,02-3667898/09055697146,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"1198 Casman Bldg., Brgy. Paligsahan, Quezon Ave., Quezon City",PVT,"ST. JOHN BIOCARE AND DIALYSIS CENTER FOUNDATION, INC.",34,Dr. Willian Gregory Rivero,9218921/5683401,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Quezon City,"# 14 Visayas Avenue, Brgy. Vasra, Quezon City",PVT,"ST. THERESA DIALYSIS CENTER, INC.",34,Dr. J. Meinard J. Nepomuceno,02-4565160/09207090/4562255/09778198340/9214718,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Quezon City,"Blk. 83 Lot 32, Regalado Highway, North Fairview, Quezon City",PVT,"THERAPY MANAGEMENT SERVICES PHILS., INC.",21,Dr. Marie Angeline Ledesma-Gumba,02-4171297/09176281429/09185127079/82754299,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Las Piñas City,"Hi Precision Diagnostic Bldg., R3/F L2 D1, Alabang Zapote Road, Talon 2, Las Piñas City",PVT,BEST NEPHRO SPECIALIST CORPORATION,15,Dr. Margrette Ruth Bernardo,84001617,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Las Piñas City,"172 Alabang-Zapote Road, Pamplona Dos, Las Piñas City",PVT,MEDLINE DIALYSIS CENTER,5,Dr. Jose Maria P. Libo-On,09189915064/09189105689/82529601/09774269525,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Las Piñas City,"440 Alabang Zapote Road, Talon Uno, Las Piñas City",PVT,NEPHROLOGY CENTER OF LAS PIÑAS DIALYSIS INC.,12,Dr. Vincent Paul Filio,02-8003775/8004579,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Makati City,"8900 P. Victor St. cor. Sampaguita St., Guadalupe Nuevo, Makati City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",21,Dr. Jose Protacio D. Marcia,5885600/8952221,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Makati City,"#10 Alfonso St. Brgy. Poblacion, Makati City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC. ",15,Dr. Mildred A. Tayag,9178369676,"June 29, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Makati City,"G/F EMF Bldg., 7426-7426 M. Santillan St. Pio del Pilar, Makati City",PVT,"CORE RENAL CENTER, INC.",21,Dr. Jose Protacio D. Marcia,8442686/9218921/8442693/7728350/09176272464,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Makati City,"G/F, 13B Dahlia Street, Barangay Pembo, Makati City",PVT,ELITE DIALYSIS AND DIAGNOSTIC CORP.,14,Dr. Catherine P. Ang,0917-5857050 / 0942-3066837,"Jan. 3, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Makati City,"2257 Don Chino Roces Ave. Ext., Brgy. Magallanes, Makati City",PVT,FRESENIUS KIDNEY CARE,16,Dr. Jose Maria Anson,8175791/09178029254/09178162921,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Makati City,"2113 Dela Rosa St. Cor. Amorsolo St., Brgy. Pio del Pilar, Makati City",PVT,"HEALTHPROTECT, INC.",6,Dr. Romeo M. Cruz,02-2252468/09258604055,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Makati City,"3rd Floor Atrium, Guadalupe Commercial Complex, EDSA, Makati City",PVT,LTA DIALYSIS CENTER,10,Dr. Jeanne Bayaca,8006301/09178152332/09976086475/8006261/09171227575,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Makati City,"1105 Chino Roces Ave., Sta. Cruz, Makati City",PVT,"ROYAL CARE DIALYSIS CENTER, INC.",9,Dr. Renato M. Recio,8010995/8012074/8096603 /,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Makati City,"2/F - 3/F Christine Bldg., Blk 26, Lot 12, Sampaguita St., Pembo, Makati City",PVT,VIDA DIALYSIS CENTER PHILS.,7,Dr. Jeanne B. Bayaca,87160966/09453488504/09989068061,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Malabon City,"Cenel Place Building G/F, 239 Gen. Luna St. cor. Burgos Concepcion, District 1, Malabon City",PVT,AXCESS HEALTH CARE INC. ,14,Dr. Aurelio Pantaleon S. Reyes,9155038351,"Mar. 9, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Malabon City,"No. 69 MCArthur Highway, Potrero, Malabon",PVT,"MEDLINE DIALYSIS AND DIAGNOSTICS, INC.",14,Dr. Rusell Villanueva,2949139/3557362/09228196428/09064867763/09433892308/3557362,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"SM Cherry Shaw, Shaw Blvd., Brgy. Pleasant Hills, Mandaluyong City",PVT,CARDINAL SANTOS KIDNEY CARE CENTER,13,Dr. Ofelia P. Javellana,7270001 loc 3020/7217280/6363679/7217280,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Mandaluyong City,"3rd Flr., Shaw Center Mall, 360 Shaw Blvd., corner Nueve de Febrero, Mandaluyong City",PVT,GRACE DIALYSIS CENTER,14,Dr. Maria Kristina Alolod,09228197465/5326815/5326815/86411396/09392371840/09260657370,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Mandaluyong City,"Unit L2 201 SOHO Bldg., #748 Shaw Blvd., Greenfield District, Mandaluyong City",PVT,"HEALTH DELIVERY SYSTEM, INC. ",12,Dr. Ma. Antonieta D. Dial,9175049205,"Aug. 16, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"High Pointe Medical Hub, 241 Shaw Blvd., Brgy. Bagong Silang, Mandaluyong City",PVT,"HEMOTEK RENAL CENTER, INC.",14,Dr. Charito Malong-Consolacion,5361091 / 0917-9270114,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"G/F Eastgate Center, 169 EDSA, Highway Hills, Mandaluyong City",PVT,"NEPHRO SYSTEMS PHILS., INC.",18,Dr. Ma. Antonieta O. Dial,02-5315344/5343226,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Mandaluyong City,"G/F Liftman Building, Jaime Cardinal Sin Ave. cor. E. dela Paz St., Brgy. Pleasant Hills, Mandaluyong City",PVT,NEPHROCARE,18,Dr. Ma. Remedios R. Caballero,8919575-79/6962659 / 8179615 fax,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"F. Martines St., Addition Hills, Mandaluyong City",PVT,"NEPHROLOGY BASICS DIALYSIS CENTER, INC.",11,Dr. Alwyn Johanna Calleja-Santos,6173530 / 0917-3073689 / 0917-8130342 /,"Feb. 18, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"1st Floor Unique International Building, 1 Cordillera Street, Brgy. Highway Hills, Mandaluyong City",PVT,NOVUS-RENALCARE ,12,Dr. Catherine P. Ang,09174085301/09778116841,"June 9, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"Unit 08A, G/F 500 Shaw Zentrum Mall, Shaw Boulevard, Mandaluyong City",PVT,THERAPY MANAGEMENT SERVICES PHILS. INC.,15,"Dr. Pompeyo Bautista, Jr.",02-5885698/09175152631/8952221,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Marikina City,"Unit # 101, Nodison Centre, Marcos Highway, Brgy. San Roque, Marikina City",PVT,EASTERN MARIKINA DIALYSIS CENTER,22,Dr. Rommel P. Tolentino,02-5716457,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Marikina City,"712 J.P. Rizal, Tumana, Marikina City",PVT,"KIDNEY HEALTHCARE DIALYSIS CENTER, INC.",14,Dr. Gelen Vestalez C. Umali-Sunga,09985648663 /,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Marikina City,"182 UBM Bldg. A Bonifacio Ave., Brgy. Tañong, Marikina City",PVT,MEDFIX CARE MEDICAL HEALTH SERVICES ,8,Dr. Bienvenido Manlutac,0939 7435741,"June 10, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Marikina City,"#33 Dragon St., San Roque, Marikina City",PVT,"ST. JOHN BIOCARE AND DIALYSIS CENTER FOUNDATION, INC.",15,Dr. Romina Jasmin Laguesma-Navarro,5716090/9218933/6335404/7234609/0927954460,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Marikina City,"24 Bayan Bayanan Ave., Conception Uno, Marikina City",PVT,ST. JOSEF RENAL CARE FOUNDATION INC.,10,Dr. Madelaine R. Cosing,09157180547/09174732795/2535790,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Marikina City,"Lot 2 Blk 5 JP Rizal Cor. F. Josef II St., Concepcion Uno, Marikina City",PVT,UNITED DIALYSIS AND KIDNEY CARE INC.,16,Dr. Agnes Cruz,5326871,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Marikina City,"#6 F. Josef Araneta Subdivision, Concepcion Uno, Marikina City",PVT,UNITED DIALYSIS AND KIDNEY CARE INC.,30,Dr. Agnes T. Cruz,2413469/09463313470/09979424190,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"3/F South Station, Green Bldg., Filinvest Corporate City, Alabang, Muntinlupa City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",10,Dr. Ma. Isabel De Leon Duavit,8175791/09178029254,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"Space # 0031 B Lower Ground Floor, Alabang Town Center, Zapote Road, Alabang, Muntinlupa City( formerly 2nd Floor)",PVT,FRESENIUS KIDNEY CARE,28,Dr. Lynn Almazan-Gomez,7723283/09778393452/87725310/88073449,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"2nd Level, Festival Mall, Filinvest, Alabang, Muntinlupa City",PVT,"HEMOTEK RENAL CENTER, INC.",20,Dr. Dabbie Que-Wong Hin,6593508-09/09179270114/5361091 /,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Muntinlupa City,"Unit 4057-62 Ayala Malls, South Park, National Road, Brgy. Alabang, Muntinlupa City",PVT,MED LINE DIALYSIS CENTER,12,Dr. Ma. Melmar Anicoche,83590879/79890231/73738863/09176252049,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"7 Estanislao St., Lakeview Homes, Putatan, Muntinlupa City",PVT,ST. MARGARETH DIALYSIS AND BIOCARE CENTER INC.,9,Dr. Rolando Macalalag,02-8624466/09209180222/09228974574/02-8624466/09455238445,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Parañaque City,"8165 Dr. A. Santos Avenue., Barangay San Dionisio, Sucat, Parañaque City",PVT,BRIDGES DIALYSIS CENTER OF ASIA AND THE PACIFIC,12,Dr. Gingerlta Alla-Samonte,4785143/09328925058/6689278/09178255921/85671933/09173271886/85671933,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Parañaque City,"Foundation of Our Lady of Peace Mission, Inc., Brgy. San Dionisio, Parañaque",PVT,FRESENIUS KIDNEY CARE,14,Dr. Lynn C. Almazan-Gomez,02-8919575/09179219529/09178118614/6322694,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Parañaque City,"Park & Shop Center, 8300 Dr. A. Santos Avenue cor. Sta. Rita St., BF Sucat, Parañaque City",PVT,"HEMOTEK RENAL CENTER, INC.",22,Dr. Rodellan Consignado,5361091/09157347826/8024661/8024669/09088807027,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Parañaque City,"Unit 103 Cocolife Building, Dr. A. Santos Avenue cor. N. Lopez St., San Isidro City of Parañaque",PVT,MED LINE DIALYSIS CENTER,12,Dr. Josephine D. Sorilla,09175380231/77509745/09176273188,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Parañaque City,"8422 Dr. A. Santos Avenue, Block 1, Lot 19, Sucat, B.F. Homes, Parañaque City",PVT,NEPHROLINK KIDNEY CARE CENTER INC.,19,Dr. Michelle T. Yan-Otayco,09177002072/09297940524/2869876,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Parañaque City,"G/F Asiavest Bldg., Doña Soledad Ave., Better Living, Parañaque City",PVT,"NEPHROLOGY SERVICES PHILS., INC.",15,Dr. Ma. Melmar Anicoche,02-8468817/7766391/3512311/3767148/88666349,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Parañaque City,"The Premier Medical Center, Lor 2 Amvel Business Park, Dr. A Santos Ave., Brgy. San Dionisio, Sucat Road, Parañaque City",PVT,"THE PREMIER DIALYSIS CENTER, INC.",6,"Dr. Antonio A. Carlos, Jr.",8652200 loc 321,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Parañaque City,"Lot 3 & 7 South Luzon Expressway, Service Road, Bicutan, Parañaque City",PVT,VIDA DIALYSIS CENTER PHILS.,9,Dr. Glenn Kay V. Guce,02-5550311/8104640/09950022793,"Jan. 2, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Parañaque City,"8206 APMC Bldg., Dr. A. Santos Ave., Brgy. San Isidro, Parañaque City",PVT,VIDA DIALYSIS CENTER PHILS.,16,Dr. Glen Rey Guce,02-5550311,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Pasay City,"2nd Floor, Empire Center Mall, EDSA, Pasay",PVT,"I.M. HEALTH MEDICAL SERVICES AND WELLNESS CENTER, INC.",5,Dr. Pamela Marie B. Imperial,7429762/84261510/09128351331/09178713252/09989460718,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasay City,"Roxas Strip Bldg., Ground Floor, Roxas Blvd. corner Derham St., Pasay City",PVT,NEPHROLOGY CENTER OF PASAY CITY DIALYSIS INC.,15,Dr. Anna Liessle Santamaria,5657240/8104990,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Pasig City,"0027 Shaw Blvd. cor. Saint Jose Maria Escriva Drive, Brgy. San Antonio, Pasig City",PVT,"HEMOTEK RENAL CENTER, INC.",20,Dr. Arlene Crosostomo,6963976/6963977/5361091 /,"Jan. 1, 2021 to Dec. 31, 2023"
